---Movies by imdb rating catogary---
rating_category	movie_count
Drama|Fantasy|Romance|Thriller	127.0000
Thriller	111.0000
Comedy|Mystery	94.5000
Comedy|Drama|Musical|Romance|War	143.0000
Drama|History|Music|Romance|War	116.0000
Comedy|History	120.0000
Adventure|Animation|Family|Sport	106.0000
Animation|Comedy|Fantasy|Musical	81.0000
Action|Comedy|Documentary	96.5000
Adventure|Comedy|Drama|Family|Romance	91.0000
Adventure|Comedy|Drama|Family|Mystery	117.0000
Drama|Family|Music|Romance	107.0000
Fantasy|Romance	102.0000
Adventure|Animation|Family|Musical	72.0000
Animation|Comedy|Drama|Family|Musical	77.0000
Biography|Crime|Drama|History	128.0000
Adventure|Comedy|Fantasy|Music|Sci-Fi	93.0000
Comedy|Drama|Musical|Romance|Western	158.0000
Action|Adventure|Drama|Mystery	107.0000
Comedy|Crime|Family|Mystery|Romance|Thriller	99.0000
Action|Adventure|Drama|Romance|Western	119.0000
Adventure|Crime|Mystery|Sci-Fi|Thriller	96.0000
Crime|Drama|Western	109.5000
Adventure|Comedy|Drama|Fantasy	125.5000
Adventure|Biography|Drama	131.5000
Adventure|Drama|Horror|Mystery|Thriller	95.0000
Crime|Fantasy|Horror	108.0000
Animation|Family|Fantasy|Mystery	68.0000
Action|Comedy|Crime|Fantasy	106.5000
Comedy|Family|Music|Musical	88.0000
Crime|Documentary|News	105.0000
Drama|Mystery|Romance|Thriller|War	101.0000
Action|Crime|Drama|Sport	94.0000
Drama|Fantasy|Horror|Mystery	116.0000
Comedy|Drama|Music|War	103.0000
Comedy|Musical|Romance	98.6667
Comedy|Drama|Music|Musical|Romance	154.0000
Comedy|Crime|Drama|Mystery|Romance	148.0000
Biography|Comedy|Drama|History|Music|Musical	154.0000
Animation|Drama|Mystery|Sci-Fi|Thriller	100.0000
Adventure|Comedy|Drama|Romance	111.3333
Comedy|Drama|Mystery|Romance|Thriller|War	114.0000
Biography|Comedy|Musical	124.0000
Action|Adventure|Animation|Family|Sci-Fi|Thriller	103.0000
Crime|Drama|Mystery|Romance|Thriller	101.0000
Comedy|Family|Fantasy|Sci-Fi	118.0000
Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller	107.0000
Crime|Drama|Mystery	100.0000
Romance|Short	7.0000
Animation	98.0000
Drama|Horror	146.0000
Adventure|Comedy|Romance	129.0000
Family|Fantasy|Music	92.0000
Crime|Drama|Music|Thriller	116.0000
Action|Drama|Fantasy|Mystery|Thriller	110.0000
Biography|Drama|History|Music	180.0000
Biography|Drama|Family|Sport	106.0000
Comedy|Drama|War	118.0000
Biography|Drama|Romance|War	116.0000
Action|Horror|Romance|Sci-Fi|Thriller	93.0000
Music	93.0000
Action|Drama|History|Romance|War|Western	121.0000
Action|Animation|Sci-Fi|Thriller	105.0000
Action|Animation|Comedy|Crime|Family	80.0000
Drama|Family|Music|Musical	93.0000
Drama|Family|Musical|Romance	170.0000
Comedy|Drama|Family|Fantasy|Sci-Fi	87.0000
Comedy|Crime|Drama|Music|Romance	105.0000
Adventure|Comedy|Family|Fantasy|Musical	73.0000
Adventure|Crime|Drama|Romance	97.0000
Comedy|Mystery|Sci-Fi|Thriller	160.0000
Sci-Fi	91.0000
Drama|Fantasy|War	112.0000
Action|Comedy|Crime|Family	94.0000
Action|Comedy|Mystery	121.0000
Comedy|Crime|Mystery	99.5000
Action|Crime|Sci-Fi	97.0000
Comedy|Horror|Sci-Fi	95.5000
Action|Comedy|Drama|Thriller	103.0000
Drama|Family|Romance	115.0000
Adventure|Comedy|Family|Music|Romance	94.0000
Comedy|Horror|Thriller	94.0000
Comedy|Family|Music|Romance	89.0000
Adventure|Fantasy|Horror|Mystery|Thriller	90.0000
Crime|Drama|Musical|Romance	121.0000
Family|Music|Romance	103.0000
Biography|Drama|History|Thriller|War	108.0000
Adventure|Crime|Drama|Mystery|Western	107.0000
Drama|Fantasy|Horror|Romance	98.0000
Comedy|Crime|Drama|Thriller|War	98.0000
Action|Adventure|Drama|History|Thriller|War	97.0000
Action|Comedy|Drama|War	105.0000
Comedy|Drama|Fantasy|Music|Romance	93.0000
Biography|Drama|Fantasy|History	141.0000
Biography	98.0000
Drama|Family|Music	94.0000
Adventure|Mystery|Thriller	108.0000
Comedy|Mystery|Romance	86.0000
Biography|Crime|Drama|War	132.0000
Crime|Drama|Music|Mystery|Thriller	105.0000
Biography|Comedy|Drama|War	121.0000
Comedy|Crime|Family|Sci-Fi	97.0000
Adventure|Family|Sci-Fi	91.0000
Adventure|Comedy|Romance|Sci-Fi	84.0000
Action|Adventure|Comedy|Family	90.0000
Biography|Comedy|Crime|Drama|Romance	102.0000
Crime|Drama|Musical	140.0000
Animation|Comedy|Crime|Drama|Family	80.0000
Action|Adventure|Comedy|Fantasy|Mystery	94.0000
Action|Adventure|Drama|Thriller|War	110.0000
Crime|Drama|Music|Romance	104.0000
Adventure|Animation|Comedy|Crime	81.0000
Adventure|Comedy|Fantasy|Sci-Fi	103.0000
Comedy|Drama|Family|Fantasy|Musical	89.0000
Comedy|Crime|Family	91.0000
Adventure|Drama|Thriller|War	293.0000
Comedy|Drama|Horror|Sci-Fi	110.0000
Adventure|Crime|Thriller	100.0000
Mystery|Romance|Sci-Fi|Thriller	95.0000
Fantasy|Mystery|Thriller	99.0000
Family|Musical	89.0000
Adventure|Crime|Drama|Mystery|Thriller	114.0000
Drama|Fantasy|Music|Romance	107.0000
Adventure|Drama|History|War	184.0000
Family|Sci-Fi	120.0000
Drama|History|Romance|Western	111.0000
Adventure|Comedy|Music|Sci-Fi	90.0000
Drama|Family|Musical	153.0000
Action|Comedy|Drama|Music	109.0000
Fantasy|Horror|Sci-Fi	101.0000
Western	100.0000
Comedy|Romance|Thriller	97.0000
Biography|Crime|Drama|Romance	106.0000
Adventure|Comedy|Drama|Romance|Sci-Fi	101.0000
Drama|Music|Mystery|Romance	130.0000
Action|Crime|Drama	96.0000

---Movie released per year---
title_year	movies_per_year
2009	158
2007	131
2015	118
2012	133
2010	143
2016	69
2006	153
2008	159
2013	138
2011	138
2014	131
2005	143
1997	82
2004	145
1999	121
1995	52
2003	111
2001	140
2002	147
1998	93
2000	120
1990	23
1991	22
1994	42
1996	73
1982	15
1993	33
1979	8
1992	28
1989	20
1984	19
1988	15
1978	8
1962	3
1980	14
1972	1
1981	17
1968	3
1985	18
1940	1
1963	2
1987	17
1986	16
1973	2
1983	13
1976	2
1977	8
1970	6
1971	1
1969	3
1960	1
1965	2
1964	2
1927	1
1974	1
1937	1
1975	2

---Movie by Genre & Rating category---
genre	rating_category	movie_count
Action|Adventure|Fantasy|Sci-Fi	High	6
Action|Adventure|Fantasy	High	7
Action|Adventure|Thriller	Medium	23
Action|Thriller	High	5
Action|Adventure|Sci-Fi	Medium	25
Action|Adventure|Romance	Medium	3
Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance	High	2
Action|Adventure|Sci-Fi	High	17
Adventure|Family|Fantasy|Mystery	High	5
Action|Adventure	Medium	3
Action|Adventure|Western	Medium	4
Action|Adventure|Family|Fantasy	Medium	3
Action|Adventure|Fantasy	Medium	18
Action|Adventure|Comedy|Family|Fantasy|Sci-Fi	Medium	3
Adventure|Fantasy	High	3
Action|Adventure|Drama|History	Medium	2
Adventure|Family|Fantasy	Medium	13
Action|Adventure|Drama|Romance	High	2
Drama|Romance	High	37
Action|Adventure|Sci-Fi|Thriller	Medium	26
Action|Adventure|Thriller	High	10
Action|Adventure|Fantasy|Romance	High	2
Action|Adventure|Fantasy|Sci-Fi|Thriller	Medium	6
Adventure|Animation|Comedy|Family|Fantasy	High	11
Action|Adventure|Fantasy|Sci-Fi	Medium	4
Adventure|Animation|Comedy|Family|Sport	Medium	2
Action|Crime|Thriller	High	5
Action|Adventure|Horror|Sci-Fi|Thriller	Medium	1
Action|Adventure|Fantasy|Sci-Fi|Thriller	High	2
Adventure|Fantasy	Medium	2
Action|Adventure|Fantasy|Romance	Medium	1
Adventure|Animation|Comedy|Family|Fantasy	Medium	15
Action|Adventure|Sci-Fi|Thriller	High	6
Adventure|Animation|Family|Sci-Fi	High	2
Action|Comedy|Crime|Thriller	Medium	17
Animation|Drama|Family|Fantasy	Medium	1
Action|Adventure|Drama|Romance	Medium	2
Action|Crime|Drama|Thriller	High	7
Adventure|Animation|Comedy|Family	High	4
Action|Adventure|Animation|Comedy|Family|Sci-Fi	Medium	3
Adventure|Drama|Family|Mystery	High	1
Action|Comedy|Sci-Fi|Western	Low	1
Action|Adventure|Fantasy|Horror|Thriller	Medium	1
Action|Adventure|Comedy|Sci-Fi	Medium	3
Comedy|Family|Fantasy	Medium	13
Adventure|Animation|Comedy|Drama|Family|Fantasy	High	1
Adventure|Drama|Family|Fantasy	High	3
Action|Adventure|Drama|Fantasy	Medium	3
Action|Adventure|Family|Fantasy|Romance	Medium	1
Action|Adventure|Drama|Sci-Fi	High	1
Action|Adventure|Romance|Sci-Fi	Low	1
Action|Adventure|Family|Mystery|Sci-Fi	Medium	1
Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi	High	2
Adventure|Animation|Comedy|Family|Sci-Fi	High	1
Adventure|Animation|Family|Fantasy	Medium	6
Adventure|Animation|Family|Fantasy	High	5
Action|Sci-Fi	Medium	7
Adventure|Drama|Sci-Fi	High	3
Action|Adventure|Drama|Horror|Sci-Fi	High	1
Action|Crime|Thriller	Medium	45
Drama|Fantasy|Romance	High	4
Adventure|Sci-Fi	Medium	1
Action|Adventure|Drama|Thriller	Medium	11
Action|Drama|History|Romance|War	Medium	1
Action|Adventure|Biography|Drama|History|Romance|War	Medium	1
Action|Drama	Medium	4
Drama|Horror|Sci-Fi	High	1
Adventure|Comedy|Family|Fantasy	Medium	10
Animation|Comedy|Family|Fantasy	High	3
Action|Adventure	High	4
Action|Adventure|Animation|Comedy|Family	Medium	2
Adventure|Animation|Comedy|Family|Fantasy|Musical	High	1
Action|Sci-Fi	High	5
Mystery|Thriller	Medium	10
Adventure|Animation|Comedy|Drama|Family	Medium	2
Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi	Medium	2
Comedy|Fantasy|Horror	Medium	6
Drama|Fantasy|Horror|Thriller	Medium	3
Adventure|Animation|Comedy|Family	Medium	18
Action|Adventure|Animation|Comedy|Family	High	3
Action|Adventure|Family|Fantasy	Low	2
Action|Drama|Thriller	Medium	13
Adventure|Animation|Comedy|Family|Sci-Fi	Medium	5
Adventure	High	1
Action|Comedy|Fantasy|Sci-Fi	Medium	2
Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi	Medium	1
Action|Adventure|Animation|Fantasy	Medium	1
Comedy|Crime	Medium	27
Action|Drama|History|War	High	6
Action|Adventure|Drama	Medium	2
Action|Adventure|Animation|Comedy|Family|Fantasy	High	2
Action|Drama|Mystery|Sci-Fi	High	1
Action|Adventure|Comedy|Thriller	Medium	4
Action|Adventure|Animation|Fantasy|Romance|Sci-Fi	Medium	1
Action|Adventure|Drama|History|War	High	3
Adventure|Drama|Fantasy|Romance	Medium	1
Animation|Comedy|Family|Musical	Medium	1
Adventure|Drama|Thriller|Western	High	1
Adventure|Animation|Comedy|Family|Western	High	1
Action|Mystery|Thriller	High	3
Action|Adventure|Comedy|Sci-Fi	High	1
Adventure|Sci-Fi|Thriller	High	3
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi	Medium	2
Adventure|Sci-Fi|Thriller	Medium	4
Action|Adventure|Animation|Comedy|Family|Fantasy	Medium	2
Action|Crime|Mystery|Thriller	Medium	5
Action|Adventure|Family|Mystery	High	1
Adventure|Drama|Romance|War	Medium	3
Action|Adventure|Sci-Fi	Low	4
Adventure|Animation|Family|Thriller	Medium	1
Action|Fantasy	High	1
Action|Animation|Comedy|Family|Sci-Fi	High	1
Adventure|Family|Fantasy	High	2
Action|Comedy|Fantasy	Medium	3
Fantasy	Medium	2
Adventure|Animation|Comedy|Family|Musical	Medium	2
Action|Adventure|Crime|Mystery|Thriller	High	2
Action|Adventure|History	Medium	2
Action	Low	1
Adventure|Drama|Fantasy	High	2
Action|Fantasy|Thriller	Medium	3
Action|Adventure|Comedy|Crime	Low	2
Adventure|Mystery|Sci-Fi	Medium	3
Action|Drama|Sci-Fi|Thriller	Medium	5
Action|Crime|Sci-Fi|Thriller	Medium	7
Action|Family|Sport	Medium	1
Comedy|Drama|Romance	Medium	76
Action|Comedy|Romance	Medium	5
Action|Adventure|Mystery|Sci-Fi	Medium	2
Action|Drama|War	Medium	5
Adventure|Drama|Sci-Fi|Thriller	High	3
Action|Adventure|Comedy|Family|Fantasy	Medium	1
Crime|Thriller	Medium	10
Action|Comedy|Crime|Romance|Thriller	Medium	2
Biography|Drama	High	17
Adventure|Comedy|Family|Fantasy	Low	2
Action|Comedy|Crime|Sci-Fi|Thriller	Medium	1
Action|Drama|Fantasy|War	Medium	1
Animation|Comedy|Family|Music|Western	Medium	1
Action|Adventure|Mystery|Sci-Fi|Thriller	Medium	3
Action|Drama|Sci-Fi|Sport	High	1
Action|Crime|Romance|Thriller	Low	1
Action|Adventure|Drama|Fantasy	High	3
Action|Adventure|Comedy	Medium	9
Biography|Drama|Sport	Medium	4
Action|Mystery|Sci-Fi|Thriller	High	2
Animation|Family|Fantasy|Musical|Romance	High	1
Action|Adventure|Romance|Sci-Fi|Thriller	Medium	3
Comedy|Romance	Low	10
Action|Drama|Romance	High	2
Biography|Crime|Drama|History|Romance	Medium	1
Biography|Crime|Drama	High	8
Action|Comedy|Thriller	High	1
Comedy|Romance	Medium	96
Action|Comedy|Crime	Medium	17
Action|Drama|Mystery|Thriller	Medium	1
Drama|Western	High	2
Animation|Drama|Family|Musical|Romance	Medium	1
Action|Adventure|Comedy|Family|Mystery	Medium	1
Adventure|Drama|Family|Fantasy	Medium	1
Action|Romance|Thriller	Medium	1
Action|Fantasy|Horror|Mystery	Medium	1
Adventure|Drama|Thriller	High	3
Biography|Comedy|Crime|Drama	High	2
Action|Sci-Fi|War	High	1
Drama|Sci-Fi	High	5
Action|Adventure|Animation|Family|Fantasy	Medium	1
Action|Crime|Fantasy|Romance|Thriller	Low	1
Adventure|Comedy|Sci-Fi	Medium	3
Action|Crime|Sport|Thriller	Medium	1
Comedy|Family|Fantasy	Low	5
Action|Adventure|Biography|Drama|History|Thriller	Medium	1
Action|Comedy|Sci-Fi	Low	2
Action|Drama|Thriller|War	Medium	4
Drama|Mystery|Thriller	High	9
Action|Adventure|Fantasy|Thriller	Medium	4
Crime|Drama	High	17
Drama|History|Romance|War	High	1
Animation|Comedy|Family|Sport	Medium	1
Comedy|Sci-Fi|Thriller	Medium	1
Drama|History|War	High	9
Comedy	Medium	82
Comedy|Drama|Romance	Low	5
Adventure|Animation|Comedy|Family|Romance	Medium	3
Drama|Family|Fantasy|Romance	Medium	2
Drama|Fantasy|Thriller	Medium	2
Drama|Mystery|Romance|Sci-Fi|Thriller	Medium	1
Action|Drama|Sci-Fi|Thriller	High	2
Action|Thriller	Medium	14
Drama|History|War|Western	Medium	1
Action|Adventure|Animation|Family	High	1
Adventure|Comedy|Family|Mystery|Sci-Fi	High	1
Drama|Fantasy|Horror|Mystery|Thriller	Medium	1
Animation|Comedy|Family|Sci-Fi	Medium	1
Adventure|Comedy|Drama|Fantasy|Romance	High	1
Action|Adventure|Comedy|Crime|Thriller	Medium	1
Crime|Drama|Thriller	High	27
Adventure|Animation|Family|Fantasy|Musical|War	High	1
Action|Comedy	Medium	8
Crime|Drama|Mystery|Thriller	High	13
Adventure|Drama|History	Medium	1
Action|Adventure|Animation|Family|Fantasy|Sci-Fi	Medium	1
Adventure|Animation|Comedy|Family|Fantasy|Music	Medium	1
Drama|History|Thriller|War	High	2
Action|Animation|Comedy|Sci-Fi	Medium	1
Comedy|Family|Fantasy|Horror|Mystery	Low	1
Drama|Mystery|Sci-Fi|Thriller	High	5
Action|Horror|Sci-Fi|Thriller	Medium	11
Crime|Mystery|Thriller	Medium	7
Action|Adventure|Comedy|Crime|Mystery|Thriller	Medium	1
Comedy|Drama|Sci-Fi	Medium	1
Action|Crime|Drama|Thriller	Medium	39
Drama|History|Thriller|War	Medium	1
Biography|Drama|Sport	High	16
Action|Family|Fantasy|Musical	Low	1
Drama|History|Sport	High	2
Adventure|Drama|Romance	High	2
Animation|Comedy|Family|Music|Romance	Medium	1
Crime|Thriller	High	5
Animation|Comedy|Family|Fantasy|Musical|Romance	High	1
Adventure|Comedy|Family	Low	2
Action|Crime|Drama|Mystery|Thriller	High	4
Action|Adventure|Comedy|Fantasy	Medium	1
Comedy|Drama|Music|Musical	High	1
Adventure|Comedy|Drama|Family|Fantasy	Medium	2
Action|Comedy|Fantasy|Romance	High	1
Comedy|Romance|Sci-Fi	Low	1
Adventure|Comedy|Mystery	Low	1
Comedy|Drama|Fantasy|Romance	Medium	7
Action|Comedy|Family|Fantasy	Low	1
Action|Adventure|Fantasy|Horror|Sci-Fi	Medium	1
Crime|Drama|History|Mystery|Thriller	High	1
Action|Mystery|Sci-Fi|Thriller	Medium	4
Comedy|Drama	Medium	44
Action	Medium	6
Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi	High	1
Action|Drama|Romance|Sci-Fi|Thriller	Medium	1
Comedy|Crime|Sport	Medium	1
Adventure|Animation|Comedy|Family|Fantasy|Music	Low	1
Mystery|Thriller	High	5
Action|Crime|Sci-Fi|Thriller	High	1
Comedy|Family|Fantasy|Romance	Medium	4
Action|Mystery|Thriller	Medium	5
Adventure|Drama|History|Romance|War	High	1
Comedy|Family|Sci-Fi	Medium	2
Fantasy|Horror|Mystery|Thriller	Low	1
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport	Medium	1
Adventure|Comedy|Crime|Family|Mystery	Medium	1
Drama|Sci-Fi|Thriller	Medium	4
Action|Crime|Mystery|Romance|Thriller	Medium	2
Action|Drama|War	High	4
Action|Adventure|Comedy|Romance	Medium	1
Adventure|Animation|Comedy|Family	Low	2
Adventure|Animation|Family|Western	Medium	1
Comedy|Family|Romance	Medium	8
Action|Adventure|Family|Sci-Fi|Thriller	Medium	1
Drama|Mystery|Sci-Fi|Thriller	Medium	7
Drama|Romance	Medium	37
Animation|Comedy|Family|Fantasy	Medium	3
Animation|Family|Fantasy|Music	High	1
Action|Adventure|Family|Fantasy|Thriller	Medium	1
Drama|Fantasy|Romance	Medium	7
Comedy|Fantasy	Medium	7
Action|Adventure|Comedy|Fantasy|Thriller	Medium	1
Action|Comedy|Sci-Fi	Medium	5
Drama|Horror|Mystery|Sci-Fi	Medium	1
Action|Sci-Fi|Thriller	Medium	12
Drama|History|Thriller	High	6
Adventure|Animation|Family	Medium	3
Drama|Musical|Romance	Medium	4
Action|Adventure|Drama|Sci-Fi	Medium	2
Documentary|Drama	High	1
Action|Adventure|Horror|Sci-Fi|Thriller	Low	2
Action|Adventure|Drama|History|Romance	Medium	3
Animation|Family	Low	1
Adventure|Animation|Drama|Family|Musical	High	1
Animation|Comedy|Family|Fantasy|Sci-Fi	Medium	1
Comedy	Low	21
Adventure|Animation|Drama|Family|Fantasy	High	1
Sci-Fi|Thriller	Medium	3
Adventure|Animation|Comedy|Family|Fantasy	Low	3
Animation|Comedy|Family	Medium	2
Animation|Comedy|Family|Sci-Fi	High	1
Drama|Sci-Fi|Thriller	High	3
Action|Crime|Fantasy|Thriller	Medium	1
Comedy|Drama|Family|Music|Musical|Romance	Medium	1
Horror|Mystery|Thriller	Medium	16
Action|Adventure|Comedy|Family|Sci-Fi	Low	4
Crime|Mystery|Thriller	High	2
Comedy|Drama	High	18
Comedy|Family	Medium	14
Biography|Comedy|Drama|History	High	2
Drama|Music|Musical	Medium	1
Comedy|Crime|Music	Medium	2
Action|Comedy|Romance|Thriller	Medium	1
Action|Adventure|Comedy	High	1
Animation|Comedy|Family|Fantasy|Mystery	Medium	1
Comedy|Crime|Drama|Romance	Medium	2
Action|Adventure|Romance|Thriller	Medium	1
Drama|History|Romance	Medium	1
Action|Drama|Fantasy|Romance	Medium	1
Action|Crime|Drama|Mystery|Thriller	Medium	15
Action|Adventure|Animation|Family|Sci-Fi	Medium	1
Action|Drama|Sci-Fi	Medium	1
Drama|Horror|Sci-Fi|Thriller	Medium	6
Animation|Comedy|Fantasy	Low	1
Action|Animation|Comedy|Family|Sci-Fi	Medium	2
Action|Fantasy	Medium	1
Action|Animation|Comedy|Family	Medium	1
Action|Adventure|Comedy|Romance|Thriller	Medium	1
Action|Drama|Thriller	High	3
Action|Comedy|Sport	Medium	2
Biography|Drama|History|War	High	4
Adventure|Animation|Comedy	High	1
Action|Drama|Sport	Low	1
Adventure|Drama|Family	High	3
Drama|Mystery|Romance|Thriller	Medium	6
Adventure|Animation|Comedy|Family|Fantasy|Romance	High	2
Adventure|Animation|Comedy|Family|Sport	High	1
Adventure|Drama|War	High	1
Action|Adventure|Crime|Thriller	Medium	5
Fantasy|Mystery|Romance|Sci-Fi|Thriller	Medium	1
Drama|Fantasy|Mystery|Thriller	Medium	2
Animation|Comedy|Family|Fantasy|Music	Low	1
Drama|Horror|Romance|Thriller	Medium	2
Drama|War	High	10
Drama|War	Medium	5
Drama	Medium	30
Action|Drama|Fantasy|Horror|War	Medium	1
Adventure|Family|Fantasy|Romance	High	2
Adventure|Biography|Drama|History|War	Medium	2
Action|Adventure|Horror|Sci-Fi	Medium	4
Action|Fantasy|Horror	Medium	4
Comedy|Drama|Musical|Romance	Medium	2
Action|Sci-Fi|Sport	Low	1
Action|Crime|Sci-Fi|Thriller	Low	2
Action|Adventure|Animation|Comedy|Crime|Family|Fantasy	Medium	1
Adventure|Animation|Family|Fantasy|Musical	Medium	1
Crime|Mystery|Thriller	Low	1
Action|Crime|Mystery|Sci-Fi|Thriller	Medium	1
Action|Adventure|Fantasy	Low	3
Adventure|Drama|Fantasy|Romance	Low	2
Crime|Drama|Thriller	Medium	37
Animation|Comedy|Family	High	1
Action|Comedy|Crime|Drama|Thriller	Medium	6
Adventure|Drama|History|Romance	High	1
Biography|Drama|Thriller	High	3
Action|Drama|History|Thriller	Medium	1
Action|Crime|Romance|Thriller	Medium	2
Action|Adventure|Fantasy|War	Medium	1
Comedy|Fantasy|Romance	Medium	9
Adventure|Drama|History	High	4
Drama|Musical|Romance	High	2
Action|Adventure|Comedy|Romance|Thriller|Western	Medium	1
Biography|Drama|Sport|War	High	1
Drama|History|Thriller	Medium	2
Comedy|Drama|Family|Musical	Medium	1
Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller	Medium	1
Drama	High	44
Drama|Sport	High	7
Action|Fantasy|Sci-Fi|Thriller	Medium	1
Crime|Drama	Medium	4
Action|Crime|Fantasy|Thriller	Low	2
Drama|Mystery|Romance	Medium	3
Adventure|Biography|Drama|History|Sport|Thriller	High	1
Crime|Drama|Fantasy	High	1
Adventure|Biography|Crime|Drama|Western	Medium	1
Comedy|Crime	Low	5
Action|War	Medium	1
Comedy|Romance|Sport	Low	1
Crime|Drama|Mystery|Thriller|Western	High	1
Comedy|Sport	Medium	11
Action|Drama|Fantasy|War	High	1
Comedy|Drama|Family	High	3
Crime|Drama|Fantasy|Mystery	High	1
Drama|Mystery|Thriller	Medium	12
Comedy|Drama|Sci-Fi	High	1
Adventure|Animation|Biography|Drama|Family|Fantasy|Musical	Medium	1
Action|Comedy|Family|Fantasy	Medium	1
Action|Drama|Sport	Medium	2
Adventure|Comedy|Family	Medium	4
Action|Comedy|Crime|Thriller	High	2
Drama|Sport	Medium	9
Drama|Romance|Western	Medium	3
Documentary|Music	High	2
Drama|Thriller	Medium	26
Animation|Family|Fantasy	High	1
Action|Fantasy|Horror|Sci-Fi	Medium	1
Biography|Comedy|Drama	Medium	2
Action|Horror|Sci-Fi	Medium	5
Adventure|Comedy	Low	2
Biography|Drama|History|Sport	High	2
Comedy|Crime|Romance|Thriller	Medium	2
Comedy|Family|Sci-Fi	Low	2
Comedy|Crime|Romance	Medium	5
Crime|Drama|Mystery|Thriller	Medium	29
Horror|Mystery|Sci-Fi|Thriller	Medium	2
Biography|Drama|Music	Medium	6
Drama|Fantasy|Sport	Medium	1
Adventure|Comedy|Drama|Music	High	1
Action|Adventure|Crime|Thriller	Low	1
Action|Fantasy|Horror|Sci-Fi|Thriller	Medium	1
Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance	Medium	1
Horror|Sci-Fi|Thriller	Medium	5
Drama|Fantasy|Mystery|Romance|Thriller	Medium	1
Action|Adventure|Drama|History|Romance|War	Medium	1
Horror|Sci-Fi|Thriller	Low	3
Drama|Fantasy|Mystery|Romance	Medium	1
Fantasy|Horror|Mystery|Romance	Medium	1
Adventure|Comedy|Family|Romance|Sci-Fi	Low	1
Drama|Horror|Thriller	Medium	3
Action|Comedy|Mystery|Romance	Medium	1
Action|Adventure|Fantasy|Thriller	Low	1
Action|Adventure|Comedy|Romance|Sci-Fi	High	1
Comedy|Drama	Low	6
Action|Biography|Drama|History|Thriller|War	High	1
Adventure|Comedy|Family|Fantasy|Horror	Medium	1
Comedy|Family|Romance|Sci-Fi	Low	1
Action|Adventure|Thriller|War	Medium	2
Comedy|Drama|Romance|Sport	Medium	6
Comedy|Western	Low	1
Action|Adventure|Drama|History|War	Medium	3
Action|Comedy|Crime|Drama	Medium	1
Action|Fantasy|Thriller	Low	1
Drama|Music|Romance|War	Medium	1
Action|Comedy|Drama|Family|Thriller	Medium	1
Action|Crime	Medium	2
Animation|Comedy|Family|Fantasy|Music	Medium	1
Adventure|Animation|Drama|Family|History|Musical|Romance	Medium	1
Action|Adventure|Drama|Romance|Sci-Fi	High	1
Comedy|Romance|Sci-Fi	Medium	4
Action|Adventure|Comedy|Family|Romance	Medium	1
Action|Drama|Thriller|War	High	2
Action	High	1
Action|Adventure|Comedy|Western	Medium	1
Biography|Drama|History|Musical	Medium	1
Action|Adventure|Crime|Thriller	High	2
Adventure|Drama|Horror|Thriller	Medium	1
Action|Drama|Sport|Thriller	Medium	1
Drama|Musical|Romance|Thriller	High	1
Biography|Drama|History|War	Medium	2
Drama|History|War	Medium	4
Action|Thriller	Low	5
Comedy|Drama|Family|Fantasy	Medium	3
Adventure|Comedy|Crime|Family|Musical	Medium	1
Drama|Music|Musical|Romance	Medium	3
Drama|Mystery|Romance|War	High	2
Crime|Drama|Romance	High	1
Crime|Horror|Mystery|Thriller	Medium	3
Action|Adventure|Romance|Sci-Fi	Medium	1
Comedy|Crime|Romance	Low	1
Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance	High	1
Biography|Crime|Drama	Medium	3
Action|Horror|Thriller	High	2
Drama|History|Horror	Medium	1
Drama|Romance|Sport	Medium	4
Comedy|Family|Musical|Romance	Medium	1
Biography|Comedy|Drama	High	2
Comedy|Family	Low	5
Romance|Sci-Fi|Thriller	High	1
Comedy|Drama|Romance|Sport	High	1
Comedy|Drama|Romance	High	18
Biography|Comedy|Drama|Romance	Medium	1
Mystery|Sci-Fi|Thriller	High	2
Action|Comedy|Crime	High	4
Drama|Fantasy|Horror	High	1
Adventure|Comedy|Drama|Fantasy|Musical	Medium	1
Horror|Mystery	Medium	13
Action|Adventure|Family|Fantasy|Sci-Fi|Thriller	Medium	1
Adventure|Comedy|Family|Fantasy|Romance|Sport	Low	1
Adventure|Horror|Mystery	Medium	1
Crime|Drama|Romance|Thriller	Medium	8
Action|Adventure|Thriller	Low	2
Adventure|Drama|Thriller	Medium	2
Comedy|Crime|Drama|Thriller	Low	1
Drama|Fantasy	Medium	2
Adventure|Comedy|Drama	High	4
Action|Biography|Drama|History|War	Medium	1
Adventure|Comedy|Fantasy	Medium	1
Adventure|Comedy|Crime|Drama|Family	Medium	1
Biography|Drama|Thriller	Medium	3
Action|Biography|Crime|Drama|Thriller	Medium	1
Comedy|Crime|Drama|Thriller	Medium	4
